street_name,city,price,bedroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type
W 24th St,New York,9500000.0,4.0,2332.0,4073.0,2057.0,sqft,TOWNHOUSE
W 19th St #3,New York,10995000.0,3.0,4149.0,2650.0,,,CONDO
18th St #916,New York,4850000.0,2.0,3004.0,1614.0,,,CONDO
W 22nd St APT 3E,New York,820000.0,0.0,1541.0,532.0,,,CONDO
W 19th St APT 4A,New York,1650000.0,1.0,1500.0,1100.0,,,CONDO
W 20th St APT 11,New York,4600000.0,3.0,1147.0,4008.0,,,CONDO
7th Ave APT 12N,New York,1299000.0,1.0,,,,,CONDO
W 23rd St APT 4G,New York,499000.0,0.0,347.0,1435.0,,,CONDO
W 11th St,New York,11495000.0,5.0,2183.0,5264.0,2037.0,sqft,TOWNHOUSE
W 20th St APT 7B,New York,1350000.0,1.0,1909.0,707.0,4600.0,sqft,CONDO
W 23rd St APT 15B,New York,3275000.0,2.0,2252.0,1454.0,,,CONDO
W 19th St APT 11C,New York,2995000.0,3.0,1507.0,1987.0,,,CONDO
W 23rd St APT N7M,New York,1100000.0,1.0,1589.0,692.0,,,CONDO
W 16th St APT 4FN,New York,725000.0,1.0,,,,,CONDO
W 22nd St #1W,New York,2675000.0,2.0,1028.0,2600.0,,,CONDO
W 18th St APT 4D,New York,1495000.0,1.0,2117.0,706.0,,,CONDO
7th Ave APT 6F,New York,1770000.0,2.0,2283.0,775.0,0.4224,acres,CONDO
W 18th St APT 6D,New York,789000.0,1.0,,,,,CONDO
W 21st St APT 5CD,New York,1750000.0,3.0,1250.0,1400.0,,,CONDO
W 23rd St APT 3B,New York,1195000.0,2.0,1405.0,850.0,7357.0,sqft,CONDO
W 18th St APT 16D,New York,9350000.0,2.0,4312.0,2168.0,,,CONDO
W 17th St APT 8B,New York,6000000.0,2.0,2629.0,2282.0,,,CONDO
5th Ave #5GH,New York,2495000.0,2.0,,,,,CONDO
W 23rd St APT D,New York,3500000.0,3.0,,,,,CONDO
W 18th St APT 5G,New York,409000.0,0.0,,,,,CONDO
W 12th St APT 2V,New York,1500000.0,1.0,,,,,CONDO
W 11th St #TOWNHOUSE,New York,19950000.0,4.0,3034.0,6574.0,,,CONDO
W 13th St APT 6HS,New York,725000.0,1.0,,,,,CONDO
Waverly Pl #3-4,New York,11500000.0,4.0,3194.0,3600.0,,,CONDO
W 23rd St #7CD,New York,1600000.0,2.0,,,,,CONDO
W 20th St FLOOR 6,New York,6250000.0,3.0,2312.0,2703.0,,,CONDO
W 19th St APT 6B,New York,950000.0,1.0,1310.0,725.0,,,CONDO
W 15th St APT 3A,New York,534000.0,0.0,,,,,CONDO
W 15th St #9S,New York,6600000.0,2.0,2486.0,2654.0,,,CONDO
W 23rd St APT 12A,New York,850000.0,0.0,1307.0,650.0,,,CONDO
W 23rd St APT 4C,New York,630000.0,0.0,900.0,700.0,,,CONDO
W 24th St,New York,6750000.0,6.0,1700.0,3970.0,2057.0,sqft,MULTI_FAMILY
W 23rd St APT 15F,New York,565000.0,0.0,1130.0,500.0,,,CONDO
W 22nd St #1,New York,2300000.0,2.0,2113.0,1088.0,,,CONDO
11th Ave #17/18A,New York,14995000.0,4.0,1791.0,8372.0,,,CONDO
W 20th St FLOOR 11,New York,4200000.0,3.0,1949.0,2154.0,2631.0,sqft,CONDO
W 17th St APT 8S,New York,1725000.0,1.0,1437.0,1200.0,,,APARTMENT
W 24th St APT 14I,New York,1100000.0,1.0,1257.0,875.0,,,CONDO
W 15th St #7,New York,3199000.0,3.0,,,,,CONDO
W 22nd St APT 2,New York,2790000.0,2.0,2093.0,1333.0,,,CONDO
W 22nd St APT 1E,New York,1998000.0,2.0,759.0,2632.0,,,CONDO
7th Ave APT 6T,New York,649000.0,0.0,,,,,CONDO
W 12th St APT 9-B,New York,545000.0,0.0,,,,,CONDO
18th St #316,New York,3895000.0,2.0,2413.0,1614.0,,,CONDO
7th Ave APT 5M,New York,1950000.0,2.0,,,,,CONDO
W 21st St APT 1RW,New York,875000.0,2.0,1129.0,775.0,,,CONDO
W 20th St APT 3B,New York,6495000.0,4.0,1616.0,4017.0,,,CONDO
W 12th St #24,New York,5200000.0,2.0,3387.0,1535.0,,,CONDO
W 22nd St APT 8G,New York,2400000.0,2.0,2097.0,1144.0,,,CONDO
W 15th St APT 7S,New York,4395000.0,3.0,,,,,CONDO
W 23rd Street UNIT N-10N,New York,1150000.0,1.0,1533.0,750.0,,,CONDO
W 21st St APT 6B,New York,2225000.0,2.0,1727.0,1288.0,,,CONDO
W 23rd St APT 8A,New York,2420000.0,2.0,1978.0,1223.0,,,CONDO
W 21st St APT FW,New York,849000.0,3.0,,,,,CONDO
W 19th St APT 2C,New York,1590000.0,1.0,1580.0,1006.0,,,CONDO
W 15th St APT 903,New York,849000.0,1.0,,,,,CONDO
W 23rd St APT 11A,New York,1250000.0,1.0,,,,,CONDO
W 13th St APT 3E,New York,3600000.0,2.0,1701.0,2116.0,,,CONDO
W 22nd St #3FR,New York,1999000.0,3.0,1281.0,1560.0,,,CONDO
W 20th St #2SN,New York,3750000.0,4.0,,,,,CONDO
W 22nd St APT 5D,New York,400000.0,0.0,,,,,CONDO
8th Ave APT 3U,New York,535000.0,1.0,,,,,CONDO
W 18th St #9A,New York,2245000.0,1.0,2326.0,965.0,,,CONDO
W 20th St FLOOR 3,New York,2295000.0,2.0,1732.0,1325.0,1342.0,sqft,CONDO
18th St #1016,New York,8495000.0,2.0,3610.0,2353.0,,,CONDO
W 18th St APT 4B,New York,1600000.0,1.0,1159.0,1380.0,,,CONDO
6th Ave APT 4B,New York,2499000.0,2.0,1999.0,1250.0,,,CONDO
W 18th St #9B,New York,2650000.0,2.0,2179.0,1216.0,,,CONDO
W 24th St #34CE,New York,8995000.0,4.0,2645.0,3400.0,,,CONDO
W 19th St APT 6F,New York,725000.0,1.0,1450.0,500.0,,,CONDO
W 24th St APT 5M,New York,1025000.0,1.0,1171.0,875.0,,,CONDO
W 13th St APT 7G,New York,6500000.0,4.0,2056.0,3161.0,,,CONDO
W 14th St APT 7A,New York,899000.0,0.0,2076.0,433.0,,,CONDO
W 22nd St APT 1B,New York,1200000.0,2.0,,,,,CONDO
W 23rd St APT 2B,New York,1495000.0,2.0,895.0,1670.0,,,CONDO
W 15th St APT 407,New York,800000.0,1.0,1103.0,725.0,,,CONDO
W 23rd St #11EF,New York,1750000.0,2.0,1367.0,1280.0,,,CONDO
W 16th St APT 6A,New York,2195000.0,3.0,1829.0,1200.0,,,CONDO
W 24th St APT 2A,New York,1890000.0,1.0,1722.0,1097.0,6584.0,sqft,CONDO
5th Ave APT 3C,New York,1695000.0,1.0,1784.0,950.0,,,CONDO
W 22nd St APT 6B,New York,2500000.0,2.0,2030.0,1231.0,,,CONDO
Washington Pl,New York,24995000.0,6.0,2854.0,8757.0,2150.0,sqft,SINGLE_FAMILY
5th Ave APT 6G,New York,1895000.0,1.0,2105.0,900.0,,,CONDO
W 16th St,New York,2975000.0,2.0,1628.0,1827.0,2300.0,sqft,CONDO
W 14th St APT 10C,New York,799000.0,0.0,1644.0,486.0,,,CONDO
W 18th St #304,New York,4495000.0,3.0,2216.0,2028.0,,,CONDO
W 19th St APT 6B,New York,3500000.0,3.0,1714.0,2041.0,9200.0,sqft,CONDO
W 23rd St APT 5N,New York,445000.0,0.0,,,,,CONDO
South St #19H,New York,2137000.0,2.0,1848.0,1156.0,,,CONDO
W 24th St APT 2B,New York,499000.0,0.0,,,,,CONDO
Henry St APT 2,New York,749000.0,1.0,1238.0,605.0,,,CONDO
W 20th St APT 4E,New York,710000.0,1.0,,,,,CONDO
South St #59J,New York,4950000.0,3.0,2109.0,2347.0,,,CONDO
22nd St PENTHOUSE A,New York,9985000.0,3.0,3322.0,3005.0,,,CONDO
Chrystie St #3,New York,32000000.0,4.0,8888.0,3600.0,,,CONDO
W 23rd St FLOOR 3,New York,2820000.0,3.0,1512.0,1865.0,2247.0,sqft,CONDO
E Houston St #6A,New York,2499000.0,2.0,1803.0,1386.0,,,CONDO
W 17th St APT 4W,New York,799000.0,1.0,,,,,CONDO
Delancey St #5D,New York,1795000.0,2.0,1677.0,1070.0,,,CONDO
W 22nd St APT 6,New York,4895000.0,3.0,1496.0,3272.0,,,CONDO
W 19th St #TOWNHOUSE,New York,3975000.0,3.0,2063.0,1926.0,,,CONDO
W 15th St APT 1A,New York,700000.0,1.0,1535.0,456.0,,,CONDO
W 15th St APT 9C,New York,1499000.0,1.0,1784.0,840.0,,,CONDO
W 10th St APT 5,New York,3500000.0,3.0,,,,,CONDO
W 23rd St APT 3AE,New York,575000.0,0.0,1150.0,500.0,,,CONDO
W 22nd St,New York,6300000.0,5.0,1449.0,4347.0,1821.0,sqft,MULTI_FAMILY
Washington Sq W APT 11W,New York,3800000.0,3.0,,,,,CONDO
W 19th St APT 4N,New York,3495000.0,3.0,1534.0,2277.0,,,CONDO
W 23rd St APT 7N,New York,449000.0,0.0,,,,,CONDO
W 15th St APT 1720,New York,1395000.0,1.0,1550.0,900.0,,,CONDO
W 16th St APT 9,New York,3795000.0,2.0,,,,,CONDO
7th Ave APT 6B,New York,625000.0,0.0,973.0,642.0,,,CONDO
W 16th St APT 6RN,New York,700000.0,0.0,,,,,CONDO
W 22nd St,New York,16000000.0,7.0,2094.0,7640.0,1975.0,sqft,SINGLE_FAMILY
W 16th St APT 5B,New York,699000.0,0.0,1595.0,438.0,,,APARTMENT
18th St #2103,New York,11475000.0,4.0,4192.0,2737.0,,,CONDO
W 18th St APT 807,New York,2150000.0,1.0,2684.0,801.0,,,CONDO
18th St #608,New York,2225000.0,1.0,2563.0,868.0,,,CONDO
5th Ave APT 4C,New York,2395000.0,2.0,,,,,CONDO
W 21st St,New York,1995000.0,2.0,3286.0,607.0,2469.0,sqft,CONDO
W 24th St APT 5BE,New York,950000.0,1.0,,,,,CONDO
W 10th St,New York,28000000.0,7.0,3111.0,9000.0,1960.0,sqft,TOWNHOUSE
W 13th St APT 2CS,New York,499000.0,0.0,383.0,1300.0,,,CONDO
W 10th St #7CD,New York,2500000.0,3.0,1923.0,1300.0,,,CONDO
5th Ave APT 17L,New York,1350000.0,1.0,,,,,CONDO
W 18th St APT 806,New York,7975000.0,3.0,3813.0,2091.0,,,CONDO
W 18th St APT 1403,New York,4295000.0,2.0,3001.0,1431.0,,,CONDO
W 12th St APT 15E,New York,545000.0,0.0,,,,,CONDO
W 18th St PENTHOUSE 1015,New York,9750000.0,3.0,4528.0,2153.0,,,CONDO
9th Ave #159,New York,7500000.0,6.0,1000.0,7500.0,,,MULTI_FAMILY
W 18th St APT 1402,New York,5195000.0,2.0,3140.0,1654.0,,,CONDO
W 14th St APT 8,New York,3500000.0,2.0,1707.0,2050.0,,,CONDO
7th Ave APT 5L,New York,699000.0,0.0,1165.0,600.0,,,CONDO
W 23rd St APT 10D,New York,1649000.0,2.0,,,,,CONDO
W 23rd St APT 9C,New York,525000.0,0.0,,,,,CONDO
W 21st St #15B,New York,13750000.0,3.0,3562.0,3860.0,,,CONDO
W 21st St #15A,New York,17000000.0,4.0,3980.0,4271.0,,,CONDO
W 11th St,New York,12950000.0,6.0,2271.0,5700.0,2053.0,sqft,TOWNHOUSE
W 12th St #44,New York,8300000.0,4.0,2945.0,2818.0,,,CONDO
W 13th St APT 5AS,New York,695000.0,1.0,,,,,CONDO
W 18th St APT 5A,New York,1450000.0,1.0,1547.0,937.0,,,CONDO
W 19th St PENTHOUSE 2,New York,3250000.0,3.0,1973.0,1647.0,,,CONDO
W 23rd St APT 4F,New York,575000.0,0.0,1150.0,500.0,1.13,acres,CONDO
W 17th St,New York,6995000.0,5.0,1295.0,5400.0,994.0,sqft,SINGLE_FAMILY
W 16th St APT 53,New York,595000.0,1.0,,,,,CONDO
7th Ave APT 4C,New York,749000.0,0.0,1198.0,625.0,,,CONDO
18th St #2202,New York,15975000.0,3.0,6812.0,2345.0,,,CONDO
W 9th St,New York,13995000.0,12.0,1600.0,8743.0,2152.0,sqft,TOWNHOUSE
5th Ave APT 723,New York,829000.0,1.0,1184.0,700.0,,,CONDO
W 12th St,New York,7900000.0,5.0,1316.0,6000.0,1755.0,sqft,TOWNHOUSE
W 21st St #6C,New York,5495000.0,3.0,1821.0,3016.0,,,CONDO
W 23rd St APT 1A,New York,699000.0,0.0,2105.0,332.0,,,CONDO
8th Ave APT 2L,New York,759000.0,1.0,948.0,800.0,,,CONDO
W 19th St APT 7A,New York,3245000.0,2.0,2051.0,1582.0,9200.0,sqft,CONDO
W 21st St APT 7B,New York,2250000.0,2.0,1746.0,1288.0,,,CONDO
5th Ave APT 616,New York,875000.0,1.0,,,,,CONDO
W 24th St PENTHOUSE 1A,New York,3999000.0,2.0,2552.0,1567.0,0.4536,acres,CONDO
W 15th St PENTHOUSE B,New York,1995000.0,1.0,1662.0,1200.0,,,CONDO
W 17th St APT 5E,New York,1595000.0,2.0,,,,,CONDO
W 16th St #9AWN,New York,1595000.0,3.0,1022.0,1560.0,,,CONDO
W 21st St #9EF,New York,999000.0,2.0,908.0,1100.0,,,CONDO
W 18th St,New York,6495000.0,4.0,1799.0,3610.0,1579.0,sqft,MULTI_FAMILY
5th Ave #1515/1517,New York,2595000.0,3.0,,,,,CONDO
W 23rd St APT 3A,New York,825000.0,1.0,,,,,CONDO
W 18th St APT 2A,New York,4100000.0,3.0,1363.0,3007.0,,,CONDO
W 20th St #4,New York,5750000.0,4.0,2160.0,2662.0,,,CONDO
W 15th St #TOWNHOUSE,New York,6295000.0,3.0,2267.0,2776.0,,,CONDO
W 16th St APT 12NN,New York,479000.0,0.0,1368.0,350.0,,,CONDO
W 16th St APT 5D,New York,889000.0,1.0,,,,,CONDO
W 14th St APT 10H,New York,1375000.0,1.0,1868.0,736.0,,,CONDO
Greenwich Ave APT 24,New York,995000.0,0.0,2230.0,446.0,10702.0,sqft,CONDO
W 15th St,New York,9950000.0,6.0,1990.0,5000.0,1688.0,sqft,MULTI_FAMILY
W 20th St,New York,12995000.0,6.0,1804.0,7200.0,1064.0,sqft,TOWNHOUSE
W 23rd St APT 10H,New York,1049000.0,1.0,1234.0,850.0,,,CONDO
18th St #706,New York,4575000.0,2.0,2652.0,1725.0,,,CONDO
7th Ave APT 2L,New York,619000.0,0.0,,,,,CONDO
W 20th St,New York,1995000.0,0.0,,,,,CONDO
W 21st St APT 2RW,New York,389000.0,0.0,,,,,CONDO
W 23rd St APT 5B,New York,850000.0,1.0,944.0,900.0,,,CONDO
W 24th St APT 1R,New York,3500000.0,2.0,833.0,4200.0,,,CONDO
W 24th St APT 2E,New York,1095000.0,1.0,1251.0,875.0,,,CONDO
9th Ave APT 5E,New York,3995000.0,3.0,1959.0,2039.0,5160.0,sqft,CONDO
W 18th St PENTHOUSE 2203,New York,18975000.0,4.0,6365.0,2981.0,,,CONDO
W 18th St #17BC,New York,14995000.0,5.0,3879.0,3865.0,,,CONDO
W 20th St APT 601,New York,450000.0,0.0,,,,,CONDO
W 16th St APT 42,New York,799000.0,1.0,,,,,CONDO
W 21st St PENTHOUSE B,New York,9995000.0,4.0,2014.0,4961.0,,,CONDO
8th Ave APT 1R,New York,450000.0,0.0,,,,,CONDO
W Washington Pl,New York,8750000.0,6.0,1012.0,8643.0,,,TOWNHOUSE
W 13th St APT 9B,New York,5500000.0,2.0,1937.0,2838.0,,,CONDO
W 20th St APT 4JK,New York,2295000.0,2.0,1639.0,1400.0,,,CONDO
W 13th St APT 9G,New York,1262000.0,2.0,557.0,2264.0,,,CONDO
W 19th St,New York,5500000.0,3.0,2086.0,2636.0,6967.0,sqft,CONDO
W 14th St #2C,New York,1700000.0,1.0,2114.0,804.0,,,CONDO
W 22nd St APT 4F,New York,289900.0,0.0,1288.0,225.0,,,CONDO
18th St #1104,New York,10950000.0,4.0,4317.0,2536.0,,,CONDO
W 24th St,New York,1599000.0,1.0,1599.0,1000.0,1500.0,sqft,CONDO
W 23rd St,New York,569000.0,1.0,605.0,940.0,2173.0,sqft,CONDO
W 22nd St,New York,4750000.0,8.0,861.0,5515.0,822.0,sqft,TOWNHOUSE
W 13th St,New York,9999999.0,6.0,2771.0,3608.0,2065.0,sqft,TOWNHOUSE
W 13th St,New York,9450000.0,5.0,1914.0,4935.0,1562.0,sqft,MULTI_FAMILY
W 12th St APT 9Z,New York,625000.0,0.0,,,,,CONDO
W 23rd St APT 2F,New York,975000.0,2.0,1392.0,700.0,,,CONDO
W 15th St APT 9C,New York,5250000.0,4.0,1990.0,2637.0,7744.0,sqft,CONDO
Little West St #18E,New York,2990000.0,2.0,2080.0,1437.0,,,CONDO
S William St APT 5D,New York,875000.0,1.0,1185.0,738.0,,,CONDO
Hanover Sq APT 6A,New York,525000.0,0.0,,,,,CONDO
West St APT 37B,New York,520000.0,0.0,1283.0,405.0,,,CONDO
Hanover Sq APT 18B,New York,525000.0,0.0,,,,,CONDO
S William St APT 3D,New York,950000.0,1.0,1275.0,745.0,,,CONDO
Hanover Sq APT 17C,New York,1495000.0,2.0,1196.0,1250.0,,,CONDO
West St APT 4E,New York,995000.0,2.0,768.0,1295.0,,,CONDO
Broad St APT 14A,New York,1195000.0,2.0,1271.0,940.0,,,CONDO
West St PENTHOUSE B,New York,850000.0,0.0,1517.0,560.0,,,CONDO
Broad St APT 12E,New York,1150000.0,1.0,1049.0,1096.0,,,CONDO
West St APT 18F,New York,950000.0,2.0,779.0,1218.0,,,CONDO
Broad St APT 5T,New York,1655000.0,2.0,1133.0,1460.0,,,CONDO
Little West St #18G,New York,1785000.0,2.0,1500.0,1190.0,,,CONDO
West St APT 15D,New York,629000.0,0.0,1604.0,392.0,,,CONDO
West St APT 19C,New York,655000.0,0.0,1485.0,441.0,,,CONDO
West St APT 5A,New York,749000.0,0.0,1027.0,729.0,,,CONDO
Broad St APT 17F,New York,1665000.0,2.0,1193.0,1395.0,,,CONDO
Broad St APT 12M,New York,910000.0,1.0,1218.0,747.0,,,CONDO
Hanover Sq APT 5A,New York,525000.0,0.0,929.0,565.0,,,CONDO
Broad St PENTHOUSE 3B,New York,1175000.0,1.0,1218.0,964.0,,,CONDO
Little West St APT 12A,New York,1219000.0,1.0,1488.0,819.0,,,CONDO
West St APT 11A,New York,1195000.0,2.0,1023.0,1167.0,,,CONDO
West St APT 23A,New York,999000.0,1.0,716.0,1395.0,,,CONDO
West St APT 17M,New York,650000.0,0.0,1051.0,618.0,,,CONDO
Hanover Sq APT 10H,New York,520000.0,0.0,957.0,543.0,,,CONDO
West St APT 30B,New York,549900.0,0.0,992.0,554.0,,,CONDO
West St APT 32E,New York,2750000.0,2.0,1802.0,1526.0,,,CONDO
West St APT 5E,New York,999000.0,0.0,792.0,1261.0,,,CONDO
Little West St APT 20E,New York,3850000.0,3.0,2216.0,1737.0,,,CONDO
Broad St APT 7F,New York,1020000.0,1.0,1068.0,955.0,,,CONDO
Broad St APT 6T,New York,1625000.0,2.0,1113.0,1460.0,,,CONDO
Broad St APT 15O,New York,975000.0,1.0,1235.0,789.0,,,CONDO
Hanover Sq APT 6K,New York,399000.0,0.0,,,,,CONDO
West St APT 16F,New York,3650000.0,3.0,1738.0,2100.0,,,CONDO
Broad St APT 10G,New York,950000.0,1.0,1317.0,721.0,,,CONDO
Hanover Sq APT 8D,New York,935000.0,1.0,1038.0,900.0,,,CONDO
Little West St APT 15A,New York,1225000.0,1.0,1495.0,819.0,,,CONDO
Broad St APT 28F,New York,675000.0,0.0,1303.0,518.0,,,CONDO
Broad St PENTHOUSE 1K,New York,1735000.0,2.0,1301.0,1333.0,,,CONDO
Little West St #29-C,New York,2699999.0,3.0,1319.0,2046.0,,,CONDO
Broad St APT 11J,New York,1395000.0,2.0,1179.0,1183.0,,,CONDO
Broad St APT 3S,New York,1525000.0,2.0,1050.0,1452.0,,,CONDO
Broad St #21O,New York,1125000.0,1.0,1461.0,770.0,,,CONDO
Broad St PENTHOUSE 1S,New York,1795000.0,2.0,1296.0,1385.0,,,CONDO
Little West St UNIT 24G,New York,2900000.0,2.0,1631.0,1777.0,,,CONDO
Little West St #16C,New York,1999000.0,2.0,1182.0,1690.0,,,CONDO
Little West St #27A,New York,2395000.0,2.0,1570.0,1525.0,,,CONDO
Little West St #10B,New York,1900000.0,2.0,1353.0,1404.0,,,CONDO
Broad St APT 20K,New York,1435000.0,2.0,1306.0,1098.0,,,CONDO
Hanover Sq APT 2L,New York,850000.0,1.0,988.0,860.0,,,CONDO
Broad St APT 26C,New York,699000.0,0.0,1165.0,600.0,,,CONDO
Broad St APT 15B,New York,1450000.0,2.0,1185.0,1223.0,,,CONDO
Broad St APT 14L,New York,875000.0,1.0,1284.0,681.0,,,CONDO
Broad St APT 14D,New York,999000.0,1.0,1202.0,831.0,,,CONDO
Broad St APT 17M,New York,1425000.0,2.0,1304.0,1092.0,,,CONDO
Broad St APT 24E,New York,1050000.0,1.0,1178.0,891.0,,,CONDO
West St APT 28E,New York,2275000.0,2.0,1490.0,1526.0,,,CONDO
Broad St #2D,New York,2750000.0,2.0,1915.0,1436.0,,,CONDO
Little West St APT 3G,New York,2195000.0,2.0,1472.0,1491.0,,,CONDO
S William St,New York,5250000.0,4.0,2625.0,2000.0,,,CONDO
Broad St APT 24G,New York,1100000.0,1.0,1325.0,830.0,,,CONDO
Hanover Sq APT 12G,New York,775000.0,1.0,704.0,1100.0,,,CONDO
Hanover Sq APT 4J,New York,850000.0,1.0,924.0,919.0,900.0,sqft,CONDO
Broad St APT 19T,New York,1525000.0,2.0,1371.0,1112.0,,,CONDO
Broad St APT 19N,New York,1035000.0,1.0,1326.0,780.0,,,CONDO
Broad St APT 12R,New York,930000.0,1.0,1162.0,800.0,,,CONDO
Broad St APT 20P,New York,1105000.0,1.0,1292.0,855.0,,,CONDO
Broad St APT 11H,New York,1075000.0,1.0,1327.0,810.0,,,CONDO
Little West St APT 18E,New York,3895000.0,3.0,2242.0,1737.0,,,CONDO
West St APT 31E,New York,645000.0,0.0,1078.0,598.0,,,CONDO
Little West St #20D,New York,1300000.0,1.0,1610.0,807.0,,,CONDO
Hanover Sq APT 4A,New York,425000.0,0.0,739.0,575.0,,,CONDO
Little West St APT 6B,New York,2000000.0,2.0,1525.0,1311.0,,,CONDO
Little West St APT 28D,New York,3500000.0,3.0,2014.0,1737.0,,,CONDO
West St APT 37A,New York,3285000.0,3.0,,,,,CONDO
Hanover Sq APT 17-A,New York,1500000.0,2.0,1363.0,1100.0,,,CONDO
Hanover Sq APT 11G,New York,950000.0,1.0,863.0,1100.0,,,CONDO
Broad St APT 20E,New York,1595000.0,2.0,1304.0,1223.0,,,CONDO
Broad St APT 18K,New York,1395000.0,2.0,1244.0,1121.0,,,CONDO
West St APT 30A,New York,648000.0,0.0,1071.0,605.0,,,CONDO
Little West St #33DE,New York,6950000.0,6.0,2033.0,3418.0,,,CONDO
West St APT 23J,New York,700000.0,1.0,921.0,760.0,,,CONDO
West Street UNIT 16-C,New York,1699000.0,2.0,,,,,CONDO
Broad St PENTHOUSE 2B,New York,1799000.0,1.0,1589.0,1132.0,,,CONDO
West St #21AB,New York,4895000.0,5.0,1579.0,3100.0,,,CONDO
Broad St APT 24A,New York,999999.0,1.0,1052.0,950.0,,,CONDO
Broad St APT 28B,New York,1190000.0,1.0,1116.0,1066.0,,,CONDO
Broad St APT 17T,New York,1495000.0,2.0,1344.0,1112.0,,,CONDO
Little West St PENTHOUSE 1C,New York,5400000.0,4.0,1775.0,3042.0,,,CONDO
Little West St,New York,22500000.0,5.0,2949.0,7628.0,,,CONDO
Broad St APT 15F,New York,1625000.0,2.0,1164.0,1395.0,,,CONDO
Stone St APT 5,New York,2600000.0,3.0,928.0,2800.0,,,CONDO
Broad St APT 15T,New York,1595000.0,2.0,1434.0,1112.0,,,CONDO
Stone St APT 4,New York,2700000.0,4.0,964.0,2800.0,,,CONDO
West St #15DE,New York,4790000.0,4.0,1759.0,2722.0,,,CONDO
West St APT 18D,New York,1470000.0,1.0,1821.0,807.0,,,CONDO
E End Ave PENTHOUSE F,New York,1850000.0,3.0,,,,,CONDO
Broad St APT 2824,New York,1305000.0,0.0,1097.0,1189.0,,,CONDO
110th Ave,Queens,795.0,6.0,0.0,2168.0,4800.0,sqft,MULTI_FAMILY
180th St,Queens,0.0,4.0,0.0,1542.0,3920.0,sqft,MULTI_FAMILY
Merrick Blvd,Queens,7770000.0,4.0,1036.0,7500.0,1.0,sqft,SINGLE_FAMILY
07 157th St,Queens,550000.0,2.0,667.0,824.0,1742.0,sqft,SINGLE_FAMILY
67 Mathias Ave,Queens,500000.0,4.0,238.0,2100.0,5161.0,sqft,MULTI_FAMILY
107th Ave,Queens,1300000.0,5.0,923.0,1408.0,2617.0,sqft,MULTI_FAMILY
95th Ave,Queens,751000.0,5.0,267.0,2808.0,2200.0,sqft,MULTI_FAMILY
189th St,Queens,700000.0,3.0,455.0,1536.0,3100.0,sqft,SINGLE_FAMILY
118th Ave,Queens,349000.0,3.0,302.0,1152.0,3920.0,sqft,SINGLE_FAMILY
120th Ave,Queens,899990.0,5.0,576.0,1560.0,3920.0,sqft,MULTI_FAMILY
Britton Ave,Queens,1399000.0,5.0,470.0,2975.0,2613.0,sqft,MULTI_FAMILY
43rd Ave,Queens,0.0,6.0,0.0,2004.0,3920.0,sqft,MULTI_FAMILY
60th Rd,Queens,1250000.0,5.0,602.0,2073.0,1842.0,sqft,MULTI_FAMILY
Ditmars Blvd,Queens,0.0,3.0,0.0,1575.0,3920.0,sqft,SINGLE_FAMILY
43 94th St,Queens,1359000.0,7.0,642.0,2116.0,2178.0,sqft,MULTI_FAMILY
36th St,Queens,1700000.0,4.0,1379.0,1232.0,2200.0,sqft,MULTI_FAMILY
80th St #1,Queens,450000.0,1.0,533.0,843.0,150.0,sqft,CONDO
11 35th Ave #4,Queens,429000.0,1.0,,,,,SINGLE_FAMILY
49th St,Queens,1295000.0,4.0,469.0,2760.0,2178.0,sqft,MULTI_FAMILY
60th Ave,Queens,1299888.0,4.0,541.0,2400.0,3040.0,sqft,MULTI_FAMILY
41st St,Queens,2100000.0,12.0,,,2613.0,sqft,MULTI_FAMILY
64th Rd APT 3G,Queens,480000.0,2.0,457.0,1050.0,0.8264,acres,SINGLE_FAMILY
83 47th St,Queens,1300000.0,3.0,,,,,TOWNHOUSE
79th St,Queens,795500.0,2.0,631.0,1260.0,1600.0,sqft,SINGLE_FAMILY
20 79th St APT 3E,Queens,629000.0,2.0,571.0,1100.0,,,CONDO
78th St #1,Queens,415000.0,1.0,645.0,643.0,643.0,sqft,CONDO
38 Booth St APT 5F,Queens,319000.0,1.0,325.0,980.0,,,CONDO
37th St APT 2C,Queens,600000.0,1.0,1119.0,536.0,,,CONDO
85th St APT 6C,Queens,330000.0,1.0,454.0,726.0,,,SINGLE_FAMILY
97th St APT 12F,Queens,678000.0,3.0,542.0,1250.0,1.74,acres,CONDO
07 63rd Rd #3E,Queens,529000.0,3.0,480.0,1100.0,,,CONDO
24th Ave,Queens,729990.0,3.0,460.0,1584.0,2613.0,sqft,SINGLE_FAMILY
78th St #1,Queens,475000.0,2.0,730.0,650.0,,,CONDO
25 Clyde St #1G,Queens,365000.0,2.0,,,,,CONDO
60th St,Queens,889000.0,4.0,690.0,1288.0,2269.0,sqft,SINGLE_FAMILY
90th St APT 4C,Queens,375000.0,2.0,394.0,950.0,2.64,acres,CONDO
05 69th Ave,Queens,1149500.0,3.0,718.0,1600.0,,,SINGLE_FAMILY
Clyde St,Queens,1945000.0,2.0,1589.0,1224.0,1800.0,sqft,SINGLE_FAMILY
09 34th Ave #3,Queens,350000.0,1.0,500.0,700.0,,,SINGLE_FAMILY
07 63rd Rd #2J,Queens,470000.0,3.0,,,,,SINGLE_FAMILY
81st St APT 6E,Queens,379000.0,1.0,,,,,SINGLE_FAMILY
